county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Calaveras,12,0,0,0,4/20/20
Calaveras,12,0,0,0,4/21/20
Calaveras,12,0,0,0,4/22/20
Calaveras,12,0,0,0,4/23/20
Calaveras,12,0,0,0,4/24/20
Calaveras,12,0,0,0,4/25/20
Calaveras,13,0,1,0,4/26/20
Calaveras,13,0,0,0,4/27/20
Calaveras,13,0,0,0,4/28/20
Calaveras,13,0,0,0,4/29/20
Calaveras,13,0,0,0,4/30/20
Calaveras,13,0,0,0,5/1/20
Calaveras,13,0,0,0,5/2/20
Calaveras,13,0,0,0,5/3/20
Calaveras,13,0,0,0,5/4/20
Calaveras,13,0,0,0,5/5/20
Calaveras,13,0,0,0,5/6/20
Calaveras,13,0,0,0,5/7/20
Calaveras,13,0,0,0,5/8/20
Calaveras,13,0,0,0,5/9/20
Calaveras,13,0,0,0,5/10/20
Calaveras,13,0,0,0,5/11/20
Calaveras,13,0,0,0,5/12/20
Calaveras,13,0,0,0,5/13/20
Calaveras,13,0,0,0,5/14/20
Calaveras,13,0,0,0,5/15/20
Calaveras,13,0,0,0,5/16/20
Calaveras,13,0,0,0,5/17/20
Calaveras,13,0,0,0,5/18/20
Calaveras,13,0,0,0,5/19/20
Calaveras,13,0,0,0,5/20/20
Calaveras,13,0,0,0,5/21/20
Calaveras,13,0,0,0,5/22/20
Calaveras,13,0,0,0,5/23/20
Calaveras,13,0,0,0,5/24/20
Calaveras,13,0,0,0,5/25/20
Calaveras,13,0,0,0,5/26/20
Calaveras,15,0,2,0,5/27/20
Calaveras,15,0,0,0,5/28/20
Calaveras,15,0,0,0,5/29/20
Calaveras,15,0,0,0,5/30/20
Calaveras,15,0,0,0,5/31/20
Calaveras,15,0,0,0,6/1/20
Calaveras,15,0,0,0,6/2/20
Calaveras,15,0,0,0,6/3/20
Calaveras,15,0,0,0,6/4/20
Calaveras,16,0,1,0,6/5/20
Calaveras,16,0,0,0,6/6/20
Calaveras,16,0,0,0,6/7/20
Calaveras,16,0,0,0,6/8/20
Calaveras,16,0,0,0,6/9/20
Calaveras,16,0,0,0,6/10/20
Calaveras,16,0,0,0,6/11/20
Calaveras,18,0,2,0,6/12/20
Calaveras,18,0,0,0,6/13/20
Calaveras,18,0,0,0,6/14/20
Calaveras,18,0,0,0,6/15/20
Calaveras,19,0,1,0,6/16/20
Calaveras,20,0,1,0,6/17/20
Calaveras,20,0,0,0,6/18/20
Calaveras,20,0,0,0,6/19/20
Calaveras,20,0,0,0,6/20/20
Calaveras,20,0,0,0,6/21/20
Calaveras,20,0,0,0,6/22/20
Calaveras,26,0,6,0,6/23/20
Calaveras,26,0,0,0,6/24/20
Calaveras,26,0,0,0,6/25/20
Calaveras,30,0,4,0,6/26/20
Calaveras,30,0,0,0,6/27/20
Calaveras,31,0,1,0,6/28/20
Calaveras,32,0,1,0,6/29/20
Calaveras,35,0,3,0,6/30/20
Calaveras,37,0,2,0,7/1/20
Calaveras,42,0,5,0,7/2/20
Calaveras,44,0,2,0,7/3/20
Calaveras,45,0,1,0,7/4/20
Calaveras,45,0,0,0,7/5/20
Calaveras,45,0,0,0,7/6/20
Calaveras,58,0,13,0,7/7/20
Calaveras,58,0,0,0,7/8/20
Calaveras,59,0,1,0,7/9/20
Calaveras,61,0,2,0,7/10/20
Calaveras,62,0,1,0,7/11/20
Calaveras,62,0,0,0,7/12/20
Calaveras,63,0,1,0,7/13/20
Calaveras,74,0,11,0,7/14/20
Calaveras,75,0,1,0,7/15/20
Calaveras,82,0,7,0,7/16/20
Calaveras,86,0,4,0,7/17/20
Calaveras,89,0,3,0,7/18/20
Calaveras,89,0,0,0,7/19/20
Calaveras,90,0,1,0,7/20/20
Calaveras,96,1,6,1,7/21/20
Calaveras,98,1,2,0,7/22/20
Calaveras,102,1,4,0,7/23/20
Calaveras,102,1,0,0,7/24/20
Calaveras,103,1,1,0,7/25/20
Calaveras,103,1,0,0,7/26/20
Calaveras,103,1,0,0,7/27/20
Calaveras,105,1,2,0,7/28/20
Calaveras,107,1,2,0,7/29/20
Calaveras,111,1,4,0,7/30/20
Calaveras,112,1,1,0,7/31/20
Calaveras,116,1,4,0,8/1/20
Alpine,1,0,1,0,3/30/20
Alpine,1,0,0,0,3/31/20
Alpine,1,0,0,0,4/1/20
Alpine,1,0,0,0,4/2/20
Alpine,1,0,0,0,4/3/20
Alpine,1,0,0,0,4/4/20
Alpine,1,0,0,0,4/5/20
Alpine,1,0,0,0,4/6/20
Alpine,1,0,0,0,4/7/20
Alpine,1,0,0,0,4/8/20
Alpine,1,0,0,0,4/9/20
Alpine,1,0,0,0,4/10/20
Alpine,1,0,0,0,4/11/20
Alpine,1,0,0,0,4/12/20
Alpine,1,0,0,0,4/13/20
Alpine,1,0,0,0,4/14/20
Alpine,1,0,0,0,4/15/20
Alpine,1,0,0,0,4/16/20
Alpine,1,0,0,0,4/17/20
Alpine,1,0,0,0,4/18/20
Alpine,1,0,0,0,4/19/20
Alpine,1,0,0,0,4/20/20
Alpine,1,0,0,0,4/21/20
Alpine,1,0,0,0,4/22/20
Alpine,1,0,0,0,4/23/20
Alpine,1,0,0,0,4/24/20
Alpine,1,0,0,0,4/25/20
Alpine,1,0,0,0,4/26/20
Alpine,1,0,0,0,4/27/20
Alpine,1,0,0,0,4/28/20
Alpine,1,0,0,0,4/29/20
Alpine,1,0,0,0,4/30/20
Alpine,1,0,0,0,5/1/20
Alpine,1,0,0,0,5/2/20
Alpine,1,0,0,0,5/3/20
Alpine,1,0,0,0,5/4/20
Alpine,1,0,0,0,5/5/20
Alpine,1,0,0,0,5/6/20
Alpine,1,0,0,0,5/7/20
Alpine,1,0,0,0,5/8/20
Alpine,1,0,0,0,5/9/20
Alpine,1,0,0,0,5/10/20
Alpine,1,0,0,0,5/11/20
Alpine,1,0,0,0,5/12/20
Alpine,1,0,0,0,5/13/20
Alpine,1,0,0,0,5/14/20
Alpine,1,0,0,0,5/15/20
Alpine,1,0,0,0,5/16/20
Alpine,1,0,0,0,5/17/20
Alpine,1,0,0,0,5/18/20
Alpine,1,0,0,0,5/19/20
Alpine,1,0,0,0,5/20/20
Alpine,1,0,0,0,5/21/20
Alpine,1,0,0,0,5/22/20
Alpine,1,0,0,0,5/23/20
Alpine,1,0,0,0,5/24/20
Alpine,1,0,0,0,5/25/20
Alpine,1,0,0,0,5/26/20
Alpine,1,0,0,0,5/27/20
Alpine,1,0,0,0,5/28/20
Alpine,1,0,0,0,5/29/20
Alpine,1,0,0,0,5/30/20
Alpine,1,0,0,0,5/31/20
Alpine,1,0,0,0,6/1/20
Alpine,1,0,0,0,6/2/20
Alpine,1,0,0,0,6/3/20
Alpine,1,0,0,0,6/4/20
Alpine,1,0,0,0,6/5/20
Alpine,1,0,0,0,6/6/20
Alpine,1,0,0,0,6/7/20
Alpine,1,0,0,0,6/8/20
Alpine,1,0,0,0,6/9/20
Alpine,1,0,0,0,6/10/20
Alpine,1,0,0,0,6/11/20
Alpine,1,0,0,0,6/12/20
Alpine,1,0,0,0,6/13/20
Alpine,1,0,0,0,6/14/20
Alpine,1,0,0,0,6/15/20
Alpine,1,0,0,0,6/16/20
Alpine,1,0,0,0,6/17/20
Alpine,1,0,0,0,6/18/20
Alpine,1,0,0,0,6/19/20
Alpine,1,0,0,0,6/20/20
Alpine,1,0,0,0,6/21/20
Alpine,1,0,0,0,6/22/20
Alpine,1,0,0,0,6/23/20
Alpine,1,0,0,0,6/24/20
Alpine,1,0,0,0,6/25/20
Alpine,1,0,0,0,6/26/20
Alpine,1,0,0,0,6/27/20
Alpine,1,0,0,0,6/28/20
Alpine,1,0,0,0,6/29/20
Alpine,1,0,0,0,6/30/20
Alpine,1,0,0,0,7/1/20
Alpine,1,0,0,0,7/2/20
Alpine,1,0,0,0,7/3/20
Alpine,1,0,0,0,7/4/20
Alpine,1,0,0,0,7/5/20
Alpine,1,0,0,0,7/6/20
Alpine,1,0,0,0,7/7/20
Alpine,1,0,0,0,7/8/20
Alpine,1,0,0,0,7/9/20
Alpine,1,0,0,0,7/10/20
Alpine,1,0,0,0,7/11/20
Alpine,1,0,0,0,7/12/20
Alpine,1,0,0,0,7/13/20
Alpine,1,0,0,0,7/14/20
Alpine,1,0,0,0,7/15/20
Alpine,1,0,0,0,7/16/20
Alpine,1,0,0,0,7/17/20
Alpine,2,0,1,0,7/18/20
Alpine,2,0,0,0,7/19/20
Alpine,2,0,0,0,7/20/20
Alpine,2,0,0,0,7/21/20
Alpine,2,0,0,0,7/22/20
Alpine,2,0,0,0,7/23/20
Alpine,2,0,0,0,7/24/20
Alpine,2,0,0,0,7/25/20
Alpine,2,0,0,0,7/26/20
Alpine,2,0,0,0,7/27/20
Alpine,2,0,0,0,7/28/20
Alpine,2,0,0,0,7/29/20
Alpine,2,0,0,0,7/30/20
Alpine,2,0,0,0,7/31/20
Alpine,2,0,0,0,8/1/20
Nevada,2,0,2,0,3/18/20
Nevada,2,0,0,0,3/19/20
Nevada,2,0,0,0,3/20/20
Nevada,2,0,0,0,3/21/20
Nevada,2,0,0,0,3/22/20
Nevada,2,0,0,0,3/23/20
Nevada,4,0,2,0,3/24/20
Nevada,5,0,1,0,3/25/20
Nevada,7,0,2,0,3/26/20
Nevada,6,0,-1,0,3/27/20
Nevada,11,0,5,0,3/28/20
Nevada,13,0,2,0,3/29/20
Nevada,14,0,1,0,3/30/20
Nevada,15,0,1,0,3/31/20
Nevada,15,0,0,0,4/1/20
Nevada,17,0,2,0,4/2/20
Nevada,19,1,2,1,4/3/20
Nevada,19,1,0,0,4/4/20
Nevada,19,1,0,0,4/5/20
Nevada,19,1,0,0,4/6/20
Nevada,20,1,1,0,4/7/20
Nevada,21,1,1,0,4/8/20
Nevada,23,1,2,0,4/9/20
Nevada,23,1,0,0,4/10/20
Nevada,24,1,1,0,4/11/20
Nevada,24,1,0,0,4/12/20
Nevada,24,1,0,0,4/13/20
Nevada,34,1,10,0,4/14/20
Nevada,34,1,0,0,4/15/20
Nevada,34,1,0,0,4/16/20
Nevada,34,1,0,0,4/17/20
Nevada,34,1,0,0,4/18/20
Nevada,34,1,0,0,4/19/20
Nevada,34,1,0,0,4/20/20
Nevada,36,1,2,0,4/21/20
Nevada,36,1,0,0,4/22/20
Nevada,36,1,0,0,4/23/20
Nevada,36,1,0,0,4/24/20
Nevada,37,1,1,0,4/25/20
Nevada,37,1,0,0,4/26/20
Nevada,39,1,2,0,4/27/20
Nevada,41,1,2,0,4/28/20
Nevada,41,1,0,0,4/29/20
Nevada,41,1,0,0,4/30/20
Nevada,41,1,0,0,5/1/20
Nevada,41,1,0,0,5/2/20
Nevada,41,1,0,0,5/3/20
Nevada,41,1,0,0,5/4/20
Nevada,41,1,0,0,5/5/20
Nevada,41,1,0,0,5/6/20
Nevada,41,1,0,0,5/7/20
Nevada,41,1,0,0,5/8/20
Nevada,41,1,0,0,5/9/20
Nevada,41,1,0,0,5/10/20
Nevada,41,1,0,0,5/11/20
Nevada,41,1,0,0,5/12/20
Nevada,41,1,0,0,5/13/20
Nevada,41,1,0,0,5/14/20
Nevada,41,1,0,0,5/15/20
Nevada,41,1,0,0,5/16/20
Nevada,41,1,0,0,5/17/20
Nevada,41,1,0,0,5/18/20
Nevada,41,1,0,0,5/19/20
Nevada,41,1,0,0,5/20/20
Nevada,41,1,0,0,5/21/20
Nevada,41,1,0,0,5/22/20
Nevada,41,1,0,0,5/23/20
Nevada,41,1,0,0,5/24/20
Nevada,41,1,0,0,5/25/20
Nevada,41,1,0,0,5/26/20
Nevada,41,1,0,0,5/27/20
Nevada,41,1,0,0,5/28/20
Nevada,41,1,0,0,5/29/20
Nevada,41,1,0,0,5/30/20
Nevada,41,1,0,0,5/31/20
Nevada,41,1,0,0,6/1/20
Nevada,41,1,0,0,6/2/20
Nevada,43,1,2,0,6/3/20
Nevada,49,1,6,0,6/4/20
Nevada,50,1,1,0,6/5/20
Nevada,50,1,0,0,6/6/20
Nevada,50,1,0,0,6/7/20
Nevada,50,1,0,0,6/8/20
Nevada,50,1,0,0,6/9/20
Nevada,50,1,0,0,6/10/20
Nevada,50,1,0,0,6/11/20
Nevada,52,1,2,0,6/12/20
Nevada,52,1,0,0,6/13/20
Nevada,52,1,0,0,6/14/20
Nevada,52,1,0,0,6/15/20
Nevada,53,1,1,0,6/16/20
Nevada,57,1,4,0,6/17/20
Nevada,68,1,11,0,6/18/20
Nevada,71,1,3,0,6/19/20
Nevada,73,1,2,0,6/20/20
Nevada,79,1,6,0,6/21/20
Nevada,79,1,0,0,6/22/20
Nevada,81,1,2,0,6/23/20
Nevada,92,1,11,0,6/24/20
Nevada,92,1,0,0,6/25/20
Nevada,101,1,9,0,6/26/20
Nevada,102,1,1,0,6/27/20
Nevada,103,1,1,0,6/28/20
Nevada,110,1,7,0,6/29/20
Nevada,114,1,4,0,6/30/20
Nevada,115,1,1,0,7/1/20
Nevada,118,1,3,0,7/2/20
Nevada,125,1,7,0,7/3/20
Nevada,125,1,0,0,7/4/20
Nevada,141,1,16,0,7/5/20
Nevada,146,1,5,0,7/6/20
Nevada,150,1,4,0,7/7/20
Nevada,156,1,6,0,7/8/20
Nevada,156,1,0,0,7/9/20
Nevada,161,1,5,0,7/10/20
Nevada,163,1,2,0,7/11/20
Nevada,166,1,3,0,7/12/20
Nevada,172,1,6,0,7/13/20
Nevada,180,1,8,0,7/14/20
Nevada,185,1,5,0,7/15/20
Nevada,191,1,6,0,7/16/20
Nevada,200,1,9,0,7/17/20
Nevada,204,1,4,0,7/18/20
Nevada,210,1,6,0,7/19/20
Nevada,218,1,8,0,7/20/20
Nevada,228,1,10,0,7/21/20
Nevada,239,1,11,0,7/22/20
Nevada,247,1,8,0,7/23/20
Nevada,255,1,8,0,7/24/20
Nevada,257,1,2,0,7/25/20
Nevada,261,1,4,0,7/26/20
Nevada,268,1,7,0,7/27/20
Nevada,278,1,10,0,7/28/20
Nevada,288,1,10,0,7/29/20
Nevada,292,1,4,0,7/30/20
Nevada,302,1,10,0,7/31/20
Nevada,305,1,3,0,8/1/20
Butte,0,0,0,0,3/18/20
Butte,0,0,0,0,3/19/20
Butte,0,0,0,0,3/20/20
Butte,1,0,1,0,3/21/20
Butte,1,0,0,0,3/22/20
Butte,2,0,1,0,3/23/20
Butte,3,0,1,0,3/24/20
Butte,4,0,1,0,3/25/20
Butte,4,0,0,0,3/26/20
Butte,4,0,0,0,3/27/20
Butte,4,0,0,0,3/28/20
Butte,4,0,0,0,3/29/20
Butte,5,0,1,0,3/30/20
Butte,6,0,1,0,3/31/20
Butte,6,0,0,0,4/1/20
Butte,7,0,1,0,4/2/20
Butte,8,0,1,0,4/3/20
Butte,10,0,2,0,4/4/20
Butte,10,0,0,0,4/5/20
Butte,11,0,1,0,4/6/20
Butte,11,0,0,0,4/7/20
Butte,11,0,0,0,4/8/20
Butte,12,0,1,0,4/9/20
Butte,13,0,1,0,4/10/20
Butte,13,0,0,0,4/11/20
Butte,13,0,0,0,4/12/20
Butte,13,0,0,0,4/13/20
Butte,13,0,0,0,4/14/20
Butte,14,0,1,0,4/15/20
Butte,15,0,1,0,4/16/20
Butte,15,0,0,0,4/17/20
Butte,15,0,0,0,4/18/20
Butte,15,0,0,0,4/19/20
Butte,15,0,0,0,4/20/20
Butte,15,0,0,0,4/21/20
Butte,15,0,0,0,4/22/20
Butte,15,0,0,0,4/23/20
Butte,15,0,0,0,4/24/20
Butte,16,0,1,0,4/25/20
Butte,16,0,0,0,4/26/20
Butte,16,0,0,0,4/27/20
Butte,16,0,0,0,4/28/20
Butte,16,0,0,0,4/29/20
Butte,16,0,0,0,4/30/20
Butte,17,0,1,0,5/1/20
Butte,17,0,0,0,5/2/20
Butte,17,0,0,0,5/3/20
Butte,16,0,-1,0,5/4/20
Butte,19,0,3,0,5/5/20
Butte,19,0,0,0,5/6/20
Butte,19,0,0,0,5/7/20
Butte,18,0,-1,0,5/8/20
Butte,18,0,0,0,5/9/20
Butte,18,0,0,0,5/10/20
Butte,19,0,1,0,5/11/20
Butte,20,0,1,0,5/12/20
Butte,21,0,1,0,5/13/20
Butte,22,0,1,0,5/14/20
Butte,22,0,0,0,5/15/20
Butte,22,0,0,0,5/16/20
Butte,23,0,1,0,5/17/20
Butte,24,0,1,0,5/18/20
Butte,25,0,1,0,5/19/20
Butte,30,0,5,0,5/20/20
Butte,31,0,1,0,5/21/20
Butte,34,0,3,0,5/22/20
Butte,34,0,0,0,5/23/20
Butte,35,0,1,0,5/24/20
Butte,37,0,2,0,5/25/20
Butte,37,0,0,0,5/26/20
Butte,40,0,3,0,5/27/20
Butte,40,0,0,0,5/28/20
Butte,41,0,1,0,5/29/20
Butte,44,0,3,0,5/30/20
Butte,51,0,7,0,5/31/20
Butte,50,0,-1,0,6/1/20
Butte,51,1,1,1,6/2/20
Butte,53,1,2,0,6/3/20
Butte,57,1,4,0,6/4/20
Butte,61,1,4,0,6/5/20
Butte,63,1,2,0,6/6/20
Butte,64,1,1,0,6/7/20
Butte,68,1,4,0,6/8/20
Butte,70,1,2,0,6/9/20
Butte,71,1,1,0,6/10/20
Butte,72,1,1,0,6/11/20
Butte,71,1,-1,0,6/12/20
Butte,72,1,1,0,6/13/20
Butte,78,1,6,0,6/14/20
Butte,78,1,0,0,6/15/20
Butte,79,1,1,0,6/16/20
Butte,81,1,2,0,6/17/20
Butte,88,1,7,0,6/18/20
Butte,91,1,3,0,6/19/20
Butte,94,1,3,0,6/20/20
Butte,97,1,3,0,6/21/20
Butte,104,1,7,0,6/22/20
Butte,111,1,7,0,6/23/20
Butte,119,1,8,0,6/24/20
Butte,128,2,9,1,6/25/20
Butte,136,2,8,0,6/26/20
Butte,138,2,2,0,6/27/20
Butte,154,2,16,0,6/28/20
Butte,168,2,14,0,6/29/20
Butte,177,2,9,0,6/30/20
Butte,186,2,9,0,7/1/20
Butte,199,3,13,1,7/2/20
Butte,212,3,13,0,7/3/20
Butte,224,3,12,0,7/4/20
Butte,248,3,24,0,7/5/20
Butte,257,3,9,0,7/6/20
Butte,269,3,12,0,7/7/20
Butte,281,4,12,1,7/8/20
Butte,295,4,14,0,7/9/20
Butte,318,4,23,0,7/10/20
Butte,325,4,7,0,7/11/20
Butte,341,4,16,0,7/12/20
Butte,354,4,13,0,7/13/20
Butte,382,4,28,0,7/14/20
Butte,420,4,38,0,7/15/20
Butte,465,4,45,0,7/16/20
Butte,497,4,32,0,7/17/20
Butte,551,4,54,0,7/18/20
Butte,555,4,4,0,7/19/20
Butte,586,5,31,1,7/20/20
Butte,659,5,73,0,7/21/20
Butte,694,5,35,0,7/22/20
Butte,726,5,32,0,7/23/20
Butte,751,5,25,0,7/24/20
Butte,810,5,59,0,7/25/20
Butte,822,5,12,0,7/26/20
Butte,843,7,21,2,7/27/20
Butte,857,7,14,0,7/28/20
Butte,889,7,32,0,7/29/20
Butte,915,7,26,0,7/30/20
Butte,925,7,10,0,7/31/20
Butte,976,7,51,0,8/1/20
Santa Cruz,11,0,11,0,3/18/20
Santa Cruz,13,0,2,0,3/19/20
Santa Cruz,13,0,0,0,3/20/20
Santa Cruz,17,0,4,0,3/21/20
Santa Cruz,19,0,2,0,3/22/20
Santa Cruz,21,0,2,0,3/23/20
Santa Cruz,22,0,1,0,3/24/20
Santa Cruz,26,0,4,0,3/25/20
Santa Cruz,30,0,4,0,3/26/20
Santa Cruz,31,0,1,0,3/27/20
Santa Cruz,31,0,0,0,3/28/20
Santa Cruz,33,1,2,1,3/29/20
Santa Cruz,36,1,3,0,3/30/20
Santa Cruz,40,1,4,0,3/31/20
Santa Cruz,44,1,4,0,4/1/20
Santa Cruz,49,1,5,0,4/2/20
Santa Cruz,52,1,3,0,4/3/20
Santa Cruz,56,1,4,0,4/4/20
Santa Cruz,59,1,3,0,4/5/20
Santa Cruz,65,1,6,0,4/6/20
Santa Cruz,67,1,2,0,4/7/20
Santa Cruz,69,1,2,0,4/8/20
Santa Cruz,73,1,4,0,4/9/20
Santa Cruz,75,1,2,0,4/10/20
Santa Cruz,79,1,4,0,4/11/20
Santa Cruz,80,1,1,0,4/12/20
Santa Cruz,82,1,2,0,4/13/20
Santa Cruz,84,1,2,0,4/14/20
Santa Cruz,92,1,8,0,4/15/20
Santa Cruz,90,2,-2,1,4/16/20
Santa Cruz,94,2,4,0,4/17/20
Santa Cruz,96,2,2,0,4/18/20
Santa Cruz,98,2,2,0,4/19/20
Santa Cruz,102,2,4,0,4/20/20
Santa Cruz,104,2,2,0,4/21/20
Santa Cruz,106,2,2,0,4/22/20
Santa Cruz,110,2,4,0,4/23/20
Santa Cruz,111,2,1,0,4/24/20
Santa Cruz,112,2,1,0,4/25/20
Santa Cruz,116,2,4,0,4/26/20
Santa Cruz,123,2,7,0,4/27/20
Santa Cruz,123,2,0,0,4/28/20
Santa Cruz,124,2,1,0,4/29/20
Santa Cruz,126,2,2,0,4/30/20
Santa Cruz,127,2,1,0,5/1/20
Santa Cruz,131,2,4,0,5/2/20
Santa Cruz,133,2,2,0,5/3/20
Santa Cruz,133,2,0,0,5/4/20
Santa Cruz,134,2,1,0,5/5/20
Santa Cruz,135,2,1,0,5/6/20
Santa Cruz,136,2,1,0,5/7/20
Santa Cruz,137,2,1,0,5/8/20
Santa Cruz,138,2,1,0,5/9/20
Santa Cruz,139,2,1,0,5/10/20
Santa Cruz,140,2,1,0,5/11/20
Santa Cruz,141,2,1,0,5/12/20
Santa Cruz,142,2,1,0,5/13/20
Santa Cruz,145,2,3,0,5/14/20
Santa Cruz,146,3,1,1,5/15/20
Santa Cruz,154,3,8,0,5/16/20
Santa Cruz,155,3,1,0,5/17/20
Santa Cruz,160,3,5,0,5/18/20
Santa Cruz,161,3,1,0,5/19/20
Santa Cruz,163,3,2,0,5/20/20
Santa Cruz,164,3,1,0,5/21/20
Santa Cruz,171,3,7,0,5/22/20
Santa Cruz,177,3,6,0,5/23/20
Santa Cruz,185,3,8,0,5/24/20
Santa Cruz,191,3,6,0,5/25/20
Santa Cruz,197,3,6,0,5/26/20
Santa Cruz,202,3,5,0,5/27/20
Santa Cruz,201,3,-1,0,5/28/20
Santa Cruz,203,3,2,0,5/29/20
Santa Cruz,206,3,3,0,5/30/20
Santa Cruz,210,3,4,0,5/31/20
Santa Cruz,215,3,5,0,6/1/20
Santa Cruz,215,3,0,0,6/2/20
Santa Cruz,217,3,2,0,6/3/20
Santa Cruz,218,3,1,0,6/4/20
Santa Cruz,222,3,4,0,6/5/20
Santa Cruz,226,3,4,0,6/6/20
Santa Cruz,230,3,4,0,6/7/20
Santa Cruz,234,3,4,0,6/8/20
Santa Cruz,237,3,3,0,6/9/20
Santa Cruz,242,3,5,0,6/10/20
Santa Cruz,247,3,5,0,6/11/20
Santa Cruz,251,3,4,0,6/12/20
Santa Cruz,254,3,3,0,6/13/20
Santa Cruz,254,3,0,0,6/14/20
Santa Cruz,254,3,0,0,6/15/20
Santa Cruz,257,3,3,0,6/16/20
Santa Cruz,265,3,8,0,6/17/20
Santa Cruz,275,2,10,-1,6/18/20
Santa Cruz,283,3,8,1,6/19/20
Santa Cruz,287,3,4,0,6/20/20
Santa Cruz,290,3,3,0,6/21/20
Santa Cruz,290,3,0,0,6/22/20
Santa Cruz,313,3,23,0,6/23/20
Santa Cruz,329,3,16,0,6/24/20
Santa Cruz,336,3,7,0,6/25/20
Santa Cruz,346,3,10,0,6/26/20
Santa Cruz,350,3,4,0,6/27/20
Santa Cruz,360,3,10,0,6/28/20
Santa Cruz,373,3,13,0,6/29/20
Santa Cruz,391,3,18,0,6/30/20
Santa Cruz,399,3,8,0,7/1/20
Santa Cruz,414,3,15,0,7/2/20
Santa Cruz,436,3,22,0,7/3/20
Santa Cruz,466,3,30,0,7/4/20
Santa Cruz,467,3,1,0,7/5/20
Santa Cruz,466,3,-1,0,7/6/20
Santa Cruz,502,3,36,0,7/7/20
Santa Cruz,509,3,7,0,7/8/20
Santa Cruz,526,3,17,0,7/9/20
Santa Cruz,540,3,14,0,7/10/20
Santa Cruz,571,3,31,0,7/11/20
Santa Cruz,573,3,2,0,7/12/20
Santa Cruz,574,3,1,0,7/13/20
Santa Cruz,639,3,65,0,7/14/20
Santa Cruz,660,3,21,0,7/15/20
Santa Cruz,698,3,38,0,7/16/20
Santa Cruz,716,3,18,0,7/17/20
Santa Cruz,751,3,35,0,7/18/20
Santa Cruz,753,3,2,0,7/19/20
Santa Cruz,758,3,5,0,7/20/20
Santa Cruz,835,3,77,0,7/21/20
Santa Cruz,866,3,31,0,7/22/20
Santa Cruz,887,4,21,1,7/23/20
Santa Cruz,930,4,43,0,7/24/20
Santa Cruz,939,4,9,0,7/25/20
Santa Cruz,970,4,31,0,7/26/20
Santa Cruz,984,4,14,0,7/27/20
Santa Cruz,1018,4,34,0,7/28/20
Santa Cruz,1051,4,33,0,7/29/20
Santa Cruz,1087,4,36,0,7/30/20
Santa Cruz,1118,4,31,0,7/31/20
Santa Cruz,1164,4,46,0,8/1/20
Mendocino,0,0,0,0,3/18/20
Mendocino,1,0,1,0,3/19/20
Mendocino,1,0,0,0,3/20/20
Mendocino,1,0,0,0,3/21/20
Mendocino,1,0,0,0,3/22/20
Mendocino,1,0,0,0,3/23/20
Mendocino,1,0,0,0,3/24/20
Mendocino,1,0,0,0,3/25/20
Mendocino,1,0,0,0,3/26/20
Mendocino,2,0,1,0,3/27/20
Mendocino,2,0,0,0,3/28/20
Mendocino,2,0,0,0,3/29/20
Mendocino,2,0,0,0,3/30/20
Mendocino,4,0,2,0,3/31/20
Mendocino,4,0,0,0,4/1/20
Mendocino,4,0,0,0,4/2/20
Mendocino,4,0,0,0,4/3/20
Mendocino,4,0,0,0,4/4/20
Mendocino,4,0,0,0,4/5/20
Mendocino,4,0,0,0,4/6/20
Mendocino,4,0,0,0,4/7/20
Mendocino,4,0,0,0,4/8/20
Mendocino,4,0,0,0,4/9/20
Mendocino,4,0,0,0,4/10/20
Mendocino,4,0,0,0,4/11/20
Mendocino,4,0,0,0,4/12/20
Mendocino,4,0,0,0,4/13/20
Mendocino,4,0,0,0,4/14/20
Mendocino,4,0,0,0,4/15/20
Mendocino,4,0,0,0,4/16/20
Mendocino,4,0,0,0,4/17/20
Mendocino,4,0,0,0,4/18/20
Mendocino,4,0,0,0,4/19/20
Mendocino,5,0,1,0,4/20/20
Mendocino,5,0,0,0,4/21/20
Mendocino,5,0,0,0,4/22/20
Mendocino,5,0,0,0,4/23/20
Mendocino,5,0,0,0,4/24/20
Mendocino,5,0,0,0,4/25/20
Mendocino,5,0,0,0,4/26/20
Mendocino,10,0,5,0,4/27/20
Mendocino,10,0,0,0,4/28/20
Mendocino,11,0,1,0,4/29/20
Mendocino,11,0,0,0,4/30/20
Mendocino,11,0,0,0,5/1/20
Mendocino,10,0,-1,0,5/2/20
Mendocino,10,0,0,0,5/3/20
Mendocino,10,0,0,0,5/4/20
Mendocino,10,0,0,0,5/5/20
Mendocino,10,0,0,0,5/6/20
Mendocino,10,0,0,0,5/7/20
Mendocino,10,0,0,0,5/8/20
Mendocino,10,0,0,0,5/9/20
Mendocino,10,0,0,0,5/10/20
Mendocino,10,0,0,0,5/11/20
Mendocino,10,0,0,0,5/12/20
Mendocino,10,0,0,0,5/13/20
Mendocino,10,0,0,0,5/14/20
Mendocino,10,0,0,0,5/15/20
Mendocino,10,0,0,0,5/16/20
Mendocino,10,0,0,0,5/17/20
Mendocino,12,0,2,0,5/18/20
Mendocino,12,0,0,0,5/19/20
Mendocino,12,0,0,0,5/20/20
Mendocino,12,0,0,0,5/21/20
Mendocino,13,0,1,0,5/22/20
Mendocino,13,0,0,0,5/23/20
Mendocino,19,0,6,0,5/24/20
Mendocino,19,0,0,0,5/25/20
Mendocino,20,0,1,0,5/26/20
